,story,story_txt,img_len,video_len,campaign_count,campaign_city,url
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<h3>OUR STORY</h3>
<p>We are building the country's first museum that focuses on Black history that is generally hidden and untold. This historic project is presented by Melanoid Nation Foundation, which is a 501c3 non-profit organization based in Los Angeles. This project is spearheaded by filmmaker Tariq Nasheed, who produced the top-selling Hidden Colors documentary series. The museum will feature a plethora of artifacts and material featured in these films.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626754974/ipzcrwquaokzzpb4p7p1.jpg"" src=""""/></p>
<p><i>Sold-out screening of one of the Hidden Colors documentary films</i></p>
<p> </p>
<p>The Hidden History museum will focus on presenting global Black history and it will also emphasize Foundational Black American history as well.</p>
<p> </p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755250/u5l6qq9u3q8yabzbbhrm.jpg"" src=""""/></p>
</div><div>
<h3>LOCATION</h3>
<p>The museum will be built in the Leimert Park area of Los Angeles. There is a lot available in a prime location of Crenshaw Blv., and this is where the Hidden History Museum will be located. The museum will also act as a cultural center and tourist attraction for the South Los Angeles area.</p>
<p> </p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755309/mzfhgnrpamdq7ru3xquv.jpg"" src=""""/></p>
</div><div>
<h3>MUSEUM SECTIONS</h3>
<p>The Hidden History Museum will have 5 general sections on the first floor. The sections are:</p>
<p><strong>1.Master Teachers</strong></p>
<p>In this section, we will exhibit the works of respected scholars like Dr. John Henrik Clarke, Dr. Frances Cress Welsing, Dr. Amos Wilson, Chancellor Williams, J.A Rogers, and many others.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755410/b5ep2j5e6hacve3ehzqp.jpg"" src=""""/></p>
<p><i>Master Teachers, Dr. John Henrik Clarke, Dr. Yosef Ben-Jochannan, and Chancellor Williams</i></p>
<p> </p>
<p><strong>2. Black Inventors</strong></p>
<p>In this section we have have exhibits of inventions created by people such as Lewis  Latimer, Benjamin Banneker, Granville Woods, Garrett Morgan and many others.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755583/dd4pyd4vdp5nnvc6k44v.jpg"" src=""""/></p>
<p><i>Charles SL Baker and his invention the friction heater</i></p>
<p> </p>
<p><strong>3. Black Explorers</strong></p>
<p>This section will feature the history of unsung Black explorers such as Estevanico The Moor, Matthew Henson, James Beckwourth, Jean Baptiste Pointe du Sable, and many others.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755783/gxt3fhwyrdyfpcytzmjz.jpg"" src=""""/></p>
<p><i>Matthew Henson, the Foundational Black American who was the first person to reach the North Pole</i></p>
<p> </p>
<p><strong>4. Black Rebel Leaders</strong></p>
<p>This section will feature the history of The Black Seminoles, Maroon societies, The Black Panthers, and many others.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626755989/iaxuda3walf9sfoy4yya.jpg"" src=""""/></p>
<p><i>Black Seminole leader John Horse</i></p>
<p> </p>
<p><strong>5. The History of Black Music</strong></p>
<p>This section will go into the history of every American music genre, and how they were influenced by Black culture. We will also showcase a first-of-it's-kind exhibit that features the history of West Coast Hip Hop music.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626756110/v8sa9edqi1pgazicrvzw.png"" src=""""/></p>
<p><i>West Coast Hip Hop pioneers, Uncle Jamm's Army</i></p>
<p> </p>
<h3>GENERAL INTERIOR DESIGN</h3>
<p>We are also designing a screening room for the upper level of the museum, where we can showcase our documentary films. On the lower level, there will be a bookstore/souvenir section featuring additional information on the items in the museum.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626756241/e1z2sgeythtsshrwtafu.jpg"" src=""""/></p>
<p> </p>
<p>We are in the process of acquiring the land for the museum, directly across the street from Leimert Park, which is the cultural epicenter of Black Los Angeles. The funds from this campaign will help us acquire the land, and get the ball rolling on the construction of the building. We plan on acquiring the land by November 2021, and getting started with the construction on or before January 2022</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626756303/ogkovsrpgkzbcdnhpgus.png"" src=""""/></p>
<p><i>The Current Location For The Hidden History Museum</i></p>
<p> </p>
<p>We have some really phenomenal perks for everyone who wants to get involved with making this historic project a reality. Some of those perks include different levels of membership to the museum. Other perks include business advertising opportunities. Everyone who contributes to the project will have their names included in various parts of the building structure. </p> <p>Our overall goal is to use the Hidden History Museum to have a cultural center rooted in the community. Also we want the museum to help revitalize the businesses around the Crenshaw area of Los Angeles, and promote other businesses around the country.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1626756381/dua1sqcvqrszbphacmuy.jpg"" src=""""/></p>
<p>So be sure to get involved with this historic project and let's make it happen, family!</p>
<p> </p>
<p> </p>
</div><div>
<h3>Risks &amp; Challenges</h3>
<p>The only challenge we have is NOT reaching our financial goal. If we reach the goal, everything is going to move forward with the construction of the museum. The only possible challenges we could foresee are minor delays with building permits, or minor administrative delays. But other than these typical issues with general contracting, the project will go as planned.</p>
</div><div><h3> </h3></div></div>","OUR STORY
We are building the country's first museum that focuses on Black history that is generally hidden and untold. This historic project is presented by Melanoid Nation Foundation, which is a 501c3 non-profit organization based in Los Angeles. This project is spearheaded by filmmaker Tariq Nasheed, who produced the top-selling Hidden Colors documentary series. The museum will feature a plethora of artifacts and material featured in these films.

Sold-out screening of one of the Hidden Colors documentary films
 
The Hidden History museum will focus on presenting global Black history and it will also emphasize Foundational Black American history as well.
 


LOCATION
The museum will be built in the Leimert Park area of Los Angeles. There is a lot available in a prime location of Crenshaw Blv., and this is where the Hidden History Museum will be located. The museum will also act as a cultural center and tourist attraction for the South Los Angeles area.
 


MUSEUM SECTIONS
The Hidden History Museum will have 5 general sections on the first floor. The sections are:
1.Master Teachers
In this section, we will exhibit the works of respected scholars like Dr. John Henrik Clarke, Dr. Frances Cress Welsing, Dr. Amos Wilson, Chancellor Williams, J.A Rogers, and many others.

Master Teachers, Dr. John Henrik Clarke, Dr. Yosef Ben-Jochannan, and Chancellor Williams
 
2. Black Inventors
In this section we have have exhibits of inventions created by people such as Lewis  Latimer, Benjamin Banneker, Granville Woods, Garrett Morgan and many others.

Charles SL Baker and his invention the friction heater
 
3. Black Explorers
This section will feature the history of unsung Black explorers such as Estevanico The Moor, Matthew Henson, James Beckwourth, Jean Baptiste Pointe du Sable, and many others.

Matthew Henson, the Foundational Black American who was the first person to reach the North Pole
 
4. Black Rebel Leaders
This section will feature the history of The Black Seminoles, Maroon societies, The Black Panthers, and many others.

Black Seminole leader John Horse
 
5. The History of Black Music
This section will go into the history of every American music genre, and how they were influenced by Black culture. We will also showcase a first-of-it's-kind exhibit that features the history of West Coast Hip Hop music.

West Coast Hip Hop pioneers, Uncle Jamm's Army
 
GENERAL INTERIOR DESIGN
We are also designing a screening room for the upper level of the museum, where we can showcase our documentary films. On the lower level, there will be a bookstore/souvenir section featuring additional information on the items in the museum.

 
We are in the process of acquiring the land for the museum, directly across the street from Leimert Park, which is the cultural epicenter of Black Los Angeles. The funds from this campaign will help us acquire the land, and get the ball rolling on the construction of the building. We plan on acquiring the land by November 2021, and getting started with the construction on or before January 2022

The Current Location For The Hidden History Museum
 
We have some really phenomenal perks for everyone who wants to get involved with making this historic project a reality. Some of those perks include different levels of membership to the museum. Other perks include business advertising opportunities. Everyone who contributes to the project will have their names included in various parts of the building structure.  Our overall goal is to use the Hidden History Museum to have a cultural center rooted in the community. Also we want the museum to help revitalize the businesses around the Crenshaw area of Los Angeles, and promote other businesses around the country.

So be sure to get involved with this historic project and let's make it happen, family!
 
 

Risks & Challenges
The only challenge we have is NOT reaching our financial goal. If we reach the goal, everything is going to move forward with the construction of the museum. The only possible challenges we could foresee are minor delays with building permits, or minor administrative delays. But other than these typical issues with general contracting, the project will go as planned.",11.0,0,"2 Campaigns
                |","Los Angeles, United States",https://www.indiegogo.com/projects/the-hidden-history-museum/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<h3>Cirkus in Quarantine: </h3>
<ul>
<li>
<strong>I'm a circus clown who</strong>, due to relocating to New York City just before a pandemic, has rediscovered my visual arts skills.</li>
<li>The pandemic has <strong>removed live audiences for circus artists</strong>, and that is what we live for. </li>
<li>
<strong>The Bindlestiff Family Cirkus</strong> created an online variety show, and I stepped in as the ""unofficial"" archivist, creating watercolor illustrations of each show.</li>
<li>The main perk here is a book collecting said watercolors over the last year: <strong>49 art works from 48 shows, </strong>hundreds of hours sweating blood at my easel, featuring over <strong>400 circus acts</strong>, representing <strong>thousands of years</strong> of circus experience.</li>
<li>Your participation will get you this <strong>unique piece of circus history</strong> and support the visual artist who has not asked for, nor received, compensation for his efforts. This campaign aims to rectify that as it gets an incredible keepsake into your hands.</li>
</ul>
<h3>Other Stuff:</h3>
</div><div><ul>
<li><p><strong>These books are available by pre-order only. </strong>Self-publishing an art book is expensive. I will not carry a stock. If you do not pre-order, I may re-order sometime, but the cost will be much less palatable for smaller print runs.</p></li>
<li>
<strong>Additional perks you may want</strong>: original artwork; a quick black and white sketch of a single subject doing something circus-y. </li>
<li>
<strong>More involved original artwork, in full color</strong>, to your specifications. Of a favorite circus act, perhaps, or of an amusing scene.</li>
</ul></div><div>
<h3>Past successes</h3>
<ul>
<li>You may remember my past (successful) crowdfunding campaigns for Clown Cabaret's shows, ""<strong>Delusions of Grandeur</strong>"" (Kickstarter) and ""<strong>The Heist</strong>"" (Indiegogo). Both projects got off the ground due to people like you, and we developed both shows and brought them to venues in Washington DC, around Maryland, Baltimore, and New York City.</li>
<li>This is now a solo venture, so I hope it works out. </li>
</ul>
</div><div>
<h3>How you can help: </h3>
<p>Even if you don't want the book, or the art, or whatever, you can still help out.</p>
<ul>
<li><p><strong>Heart ""Follow""</strong> - If you have an Indiegogo account, follow this campaign for updates</p></li>
<li><p><strong>Facebook</strong>- Share the campaign through your Facebook page</p></li>
<li><p><strong>Twitter</strong> - Tweet the campaign out to your followers</p></li>
<li><p><strong>Link -</strong> Copy the campaign URL and paste it into an email, social media update, or wherever else you'd like to share it</p></li>
</ul>
</div></div>","Cirkus in Quarantine: 


I'm a circus clown who, due to relocating to New York City just before a pandemic, has rediscovered my visual arts skills.
The pandemic has removed live audiences for circus artists, and that is what we live for. 

The Bindlestiff Family Cirkus created an online variety show, and I stepped in as the ""unofficial"" archivist, creating watercolor illustrations of each show.
The main perk here is a book collecting said watercolors over the last year: 49 art works from 48 shows, hundreds of hours sweating blood at my easel, featuring over 400 circus acts, representing thousands of years of circus experience.
Your participation will get you this unique piece of circus history and support the visual artist who has not asked for, nor received, compensation for his efforts. This campaign aims to rectify that as it gets an incredible keepsake into your hands.

Other Stuff:

These books are available by pre-order only. Self-publishing an art book is expensive. I will not carry a stock. If you do not pre-order, I may re-order sometime, but the cost will be much less palatable for smaller print runs.

Additional perks you may want: original artwork; a quick black and white sketch of a single subject doing something circus-y. 

More involved original artwork, in full color, to your specifications. Of a favorite circus act, perhaps, or of an amusing scene.

Past successes

You may remember my past (successful) crowdfunding campaigns for Clown Cabaret's shows, ""Delusions of Grandeur"" (Kickstarter) and ""The Heist"" (Indiegogo). Both projects got off the ground due to people like you, and we developed both shows and brought them to venues in Washington DC, around Maryland, Baltimore, and New York City.
This is now a solo venture, so I hope it works out. 


How you can help: 
Even if you don't want the book, or the art, or whatever, you can still help out.

Heart ""Follow"" - If you have an Indiegogo account, follow this campaign for updates
Facebook- Share the campaign through your Facebook page
Twitter - Tweet the campaign out to your followers
Link - Copy the campaign URL and paste it into an email, social media update, or wherever else you'd like to share it",0.0,0,"2 Campaigns
                |","Brooklyn, United States",https://www.indiegogo.com/projects/cirkus-in-quarantine-a-book-of-live-art/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<h3>Short Summary</h3>
<p>Hello again!</p>
<p>We heard you enjoyed the last campaign so much that we decided to give this another go. A brand new design with more labor and professional love,  1 oz 999 silver round will raise your stacks-appeal to all new levels.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1634245044/vtivz3yugwazcoaz5lzy.png"" src=""""/><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1634245055/msgoqdnylxxd87nhmnrq.png"" src=""""/></p>
<p>It will feature a half proof half frosted clover background, with relief style carving for Wagmi's face. Edges will be ""Open Reed"", reeds around 75% with serial numbers being engraved in the remaining space.</p>
<p>Artwork is subject to change and we will provide updates as the things move along. </p>
<p>The coin we're basing this round off of is the 2021 St Helena</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1634244849/lr0r8gygxtwniqb12gsp.jpg"" src=""""/></p>
</div><div>
<h3>What We Need &amp; What You Get</h3>
<p>We need funds to pay for:</p>
<ul>
<li>Art</li>
<li>Dies</li>
<li>Materials</li>
<li>Production</li>
<li>Fulfillment</li>
<li>Fees</li>
</ul>
<p>Our goal is set with a minimum target of 250 rounds. Rounds will be serialized and packaged in a clear plastic capsule.</p>
<p>Every serial you receive will be random. Orders containing multiple rounds will not include consecutive serial numbers unless requested.</p>
</div><div>
<h3>The Impact</h3>
<p>The funds leftover from this project after fulfillment will be used to fund:</p>
<ul>
<li>Webstore</li>
<li>Multiple Designs</li>
<li>Inventory</li>
<li>Bullion-style rounds with minimal premium for mass stacking</li>
</ul>
<p>Establishing this business would also allow me to work with local craftsmen to create unique items like wooden chests.</p>
</div><div>
<h3>Risks &amp; Challenges</h3>
<p>We saw our last campaign go from an expected 4-6 week estimate to 13 weeks. This time we are planning ahead to reduce as much time as possible and provide more reasonable expectations to backers.</p>
<p>While I hope to have this project finished and fulfilled in time for Christmas, I learned from Aputannia that it's in all of our best interest to manage expectations appropriately. This is why fulfillment is scheduled for January 2022, despite it being a 2021 struck round.</p>
<p>Silver is a precious metal with a volatile price. Between the start of the campaign and locking in the price of silver there is a multi-week gap of time where the price of silver could rise.</p>
</div></div>","Short Summary
Hello again!
We heard you enjoyed the last campaign so much that we decided to give this another go. A brand new design with more labor and professional love,  1 oz 999 silver round will raise your stacks-appeal to all new levels.

It will feature a half proof half frosted clover background, with relief style carving for Wagmi's face. Edges will be ""Open Reed"", reeds around 75% with serial numbers being engraved in the remaining space.
Artwork is subject to change and we will provide updates as the things move along. 
The coin we're basing this round off of is the 2021 St Helena


What We Need & What You Get
We need funds to pay for:

Art
Dies
Materials
Production
Fulfillment
Fees

Our goal is set with a minimum target of 250 rounds. Rounds will be serialized and packaged in a clear plastic capsule.
Every serial you receive will be random. Orders containing multiple rounds will not include consecutive serial numbers unless requested.

The Impact
The funds leftover from this project after fulfillment will be used to fund:

Webstore
Multiple Designs
Inventory
Bullion-style rounds with minimal premium for mass stacking

Establishing this business would also allow me to work with local craftsmen to create unique items like wooden chests.

Risks & Challenges
We saw our last campaign go from an expected 4-6 week estimate to 13 weeks. This time we are planning ahead to reduce as much time as possible and provide more reasonable expectations to backers.
While I hope to have this project finished and fulfilled in time for Christmas, I learned from Aputannia that it's in all of our best interest to manage expectations appropriately. This is why fulfillment is scheduled for January 2022, despite it being a 2021 struck round.
Silver is a precious metal with a volatile price. Between the start of the campaign and locking in the price of silver there is a multi-week gap of time where the price of silver could rise.",3.0,0,"2 Campaigns
                |","Renton, United States",https://www.indiegogo.com/projects/wagmi-2021-1-oz-999-silver-round/pica
