,story,story_txt,img_len,video_len,campaign_count,campaign_city,url
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><span class=""notranlsate""><p></p>
<h3 style="""">
</h3>
<p class=""MsoNormal""></p>
<p></p>
<h4><span class=""Apple-style-span"" style=""line-height: 21px; font-size: 15px;"">About My Work </span></h4>
<p><span class=""Apple-style-span"" style=""line-height: 21px; font-size: 15px; font-weight: normal;"">A <i style="""">doula</i> is a labor support companion who provides continuous physical, emotional and informational support to the mother before, during and just after childbirth. </span><span class=""Apple-style-span"" style=""line-height: 21px; font-size: 15px; font-weight: normal;"">I have been working as a birth doula for the past six years and I now want to expand my business to include photography. I am passionate about helping women birth confidently and
without fear. As a doula I have witnessed the strength and ferocity of women laboring to
become mothers, I have seen the awe on a new father’s face as he watches
the woman he loves bring their child into this world, and I
have seen the recognition in a newborn’s eyes as he hears his mother’s voice
for the first time out of her womb. The privilege of being witness to so many births is a gift that I am
grateful for everyday. I want to document these remarkable moments through photography. Visit my <a href=""http://rozsikasteele.blogspot.com/"" rel=""noopener nofollow"">blog</a> to learn more about my work as a doula. </span></p>
<h3 style=""""></h3>
<p>The Business Idea<br/></p>
<p class=""MsoNormal""><span class=""Apple-style-span"" style=""font-weight: normal;"">I want to specialize in
maternity, birth, and newborn photography. I will be able to incorporate this
new venture into my existing doula work. I have an established network of
birth professionals through which I can build a thriving photography business. I just need your help!</span></p>
<p class=""MsoNormal"">The Money<br/></p>
<p class=""MsoNormal""><span class=""Apple-style-span"" style=""font-weight: normal;"">The funds I am asking for will be used to upgrade my photography equipment and photo-editing technology, and to purchase props for photo shoots. Most of the photos you will see on my blog were taken with a simple point and shoot camera. I will also develop marketing materials and build a professional website to display my portfolio.</span></p>
<p class=""MsoNormal""></p>
<p><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/24543/files/20130820214900-IMG_7086.jpg?1377060540"" src="""" style=""""/></p>
<span class=""Apple-style-span"" style=""font-size: 15px; line-height: 21px;""><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/82406/files/20130918133705-Holly_Eli_Jesh_09162013_224.jpg?1379536625"" src="""" style=""border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; width: auto; height: auto;""/><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/138673/files/20131017104938-Family_10-06-2013_54.jpg?1382032178"" src="""" style=""border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; width: 602.6525198938992px; height: 400px;""/></span><p></p>
<p class=""MsoNormal""></p>
<p><span class=""Apple-style-span"" style=""font-size: 24px; line-height: 30px;""></span></p>
<p></p>
<p><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/32050/files/20130824191200-IMG_2754.jpg?1377396720"" src="""" style=""""/></p>
<p><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/138682/files/20131017105311-Family_10-06-2013_380.jpg?1382032391"" src="""" style=""""/></p>
<p></p>
<img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/25503/files/20130821100509-IMG_4444.jpg?1377104709"" src="""" style=""""/><p></p>
<p><img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/96563/files/20130925204020-Bo_Wedding_9-21-2013_107.jpg?1380166820"" src="""" style=""""/></p>
<img class=""lazy"" data-src=""http://d2oadd98wnjs7n.cloudfront.net/file_attachments/53100/files/20130904145211-Asher_09052013_28.jpg?1378331531"" src="""" style=""width: 585.978898007034px; height: 880px;""/><p></p>
<p></p>On a personal note:<span class=""Apple-style-span"" style=""font-weight: normal;""> Building my own business will enable me to stay at home more with my son. I used his birth photo as the cover image because it is one of the most beautiful moments of my life. I so happy that my friend, <a href=""http://melissakilner.com/"" rel=""noopener nofollow"">Melissa Kilner</a>, was there to take that photo for me. I will cherish it forever. This is what I want to be able to do for families. Thank you for considering funding my business!</span><p></p>
<p></p></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div>","About My Work 
A doula is a labor support companion who provides continuous physical, emotional and informational support to the mother before, during and just after childbirth. I have been working as a birth doula for the past six years and I now want to expand my business to include photography. I am passionate about helping women birth confidently and
without fear. As a doula I have witnessed the strength and ferocity of women laboring to
become mothers, I have seen the awe on a new father’s face as he watches
the woman he loves bring their child into this world, and I
have seen the recognition in a newborn’s eyes as he hears his mother’s voice
for the first time out of her womb. The privilege of being witness to so many births is a gift that I am
grateful for everyday. I want to document these remarkable moments through photography. Visit my blog to learn more about my work as a doula. 

The Business Idea
I want to specialize in
maternity, birth, and newborn photography. I will be able to incorporate this
new venture into my existing doula work. I have an established network of
birth professionals through which I can build a thriving photography business. I just need your help!
The Money
The funds I am asking for will be used to upgrade my photography equipment and photo-editing technology, and to purchase props for photo shoots. Most of the photos you will see on my blog were taken with a simple point and shoot camera. I will also develop marketing materials and build a professional website to display my portfolio.












On a personal note: Building my own business will enable me to stay at home more with my son. I used his birth photo as the cover image because it is one of the most beautiful moments of my life. I so happy that my friend, Melissa Kilner, was there to take that photo for me. I will cherish it forever. This is what I want to be able to do for families. Thank you for considering funding my business!",8.0,0,"1 Campaign
                |","Ellensburg, United States",https://www.indiegogo.com/projects/birth-story-photography/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div> <h3>I'm raising money for a camera, photography classes, and editing software</h3>
<div><br/></div>
<div>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442359325/sgiok8swnw4x7wxwhy1v.jpg"" src="""" style=""""/></p>
<br/>
</div> <p>As many of you know, I've really gotten into photography. Like a lot. It started last winter when I was taking photos of bathrooms around town (that's another story). As I visited all the restaurants and public places near me, I had to start venturing further and further <span style=""background-color: initial;"">out </span><span style=""color: rgb(106, 106, 106); font-family: 'Benton Sans', Helvetica, sans-serif; letter-spacing: 0px; background-color: initial;"">to find new locales. And once the weather improved, I found myself spending hours and hours walking around the city, taking photos with my iPhone. </span></p>
<p>It's no secret that I'm not from Boston. I've lived here though for seven years, and it's only since I started walking around my adopted city that I really began to appreciate it. Which is why I try to go exploring every chance I get. Taking pictures gives me motivation to get out there. </p>
<p></p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442359972/bzkh9rkmu9tmaqnzinm7.jpg"" src="""" style=""""/></p>
<br/><p></p>
<p>My passion in photography really blew up when a friend let me borrow her digital camera (Thanks, Molly!). With a DSLR, I was able to take photos and interact with people in a way that I was never able to with my iPhone. </p>
<p></p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442360324/zbm0y3ojyffrpoytbxdy.jpg"" src="""" style=""""/></p>
<br/><p></p>
<h2>What I am asking for:</h2>
<p>I work two jobs in the course of six days a week. I'm not complaining. I seriously love what I do. But I also love photography and I'd like to see where it takes me. I'm asking for help to:</p>
<p></p>
<ul>
<li>
<span style=""color: rgb(106, 106, 106); font-family: 'Benton Sans', Helvetica, sans-serif; letter-spacing: 0px; background-color: initial;"">Purchase a new Digital SLR (I've read all the reviews and I have my eye on a </span><a href=""http://www.imaging-resource.com/PRODS/nikon-d5300/nikon-d5300A.HTM"" rel=""noopener nofollow"" style=""font-family: 'Benton Sans', Helvetica, sans-serif; letter-spacing: 0px; background-color: initial;"" target=""_blank"">Nikon D5300</a><span style=""color: rgb(106, 106, 106); font-family: 'Benton Sans', Helvetica, sans-serif; letter-spacing: 0px; background-color: initial;"">) The camera with an 18-55mm lens, extra battery, and storage card is $750.</span><br/>
</li>
<li>Take <a href=""https://www.skillshare.com/home"" rel=""noopener nofollow"" target=""_blank"">online courses</a> and in-person workshops on photography. These courses are $10/month.</li>
<li>Purchase <a href=""http://www.adobe.com/products/photoshop.html"" rel=""noopener nofollow"" target=""_blank"">photo editing software</a> that helps me get to the next level. The cost of the software is $19.99/month.</li>
</ul>
<div>My priority is the camera, first and foremost. I can certainly make due without the classes and software for the time being. But I would like to sell my photos and eventually do private photo shoots, so all the extra help will go a long way.</div>
<div><br/></div>
<p></p> </div> <div> <h3></h3>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442361230/sr0onnlkgrpplcoxbmax.jpg"" src="""" style=""""/></p>
<br/>
</div><div> <p>My friends and family have been amazingly supportive of my photography. Of me, really. Which is why I'm hoping you don't mind me asking for support in another way. Any help is appreciated--whether it's financially here on Indiegogo, or it's joining me for a walk around town, or liking/commenting on one of my photos. Thank you.</p>
<p></p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442361603/df83f8padz3spy4jq5xg.jpg"" src="""" style=""""/></p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1442361633/dtxo701qj1xv1qpmgpnm.jpg"" src="""" style=""""/></p>
<br/>
</div></div>","I'm raising money for a camera, photography classes, and editing software




 As many of you know, I've really gotten into photography. Like a lot. It started last winter when I was taking photos of bathrooms around town (that's another story). As I visited all the restaurants and public places near me, I had to start venturing further and further out to find new locales. And once the weather improved, I found myself spending hours and hours walking around the city, taking photos with my iPhone. 
It's no secret that I'm not from Boston. I've lived here though for seven years, and it's only since I started walking around my adopted city that I really began to appreciate it. Which is why I try to go exploring every chance I get. Taking pictures gives me motivation to get out there. 



My passion in photography really blew up when a friend let me borrow her digital camera (Thanks, Molly!). With a DSLR, I was able to take photos and interact with people in a way that I was never able to with my iPhone. 



What I am asking for:
I work two jobs in the course of six days a week. I'm not complaining. I seriously love what I do. But I also love photography and I'd like to see where it takes me. I'm asking for help to:



Purchase a new Digital SLR (I've read all the reviews and I have my eye on a Nikon D5300) The camera with an 18-55mm lens, extra battery, and storage card is $750.

Take online courses and in-person workshops on photography. These courses are $10/month.
Purchase photo editing software that helps me get to the next level. The cost of the software is $19.99/month.

My priority is the camera, first and foremost. I can certainly make due without the classes and software for the time being. But I would like to sell my photos and eventually do private photo shoots, so all the extra help will go a long way.

   


 My friends and family have been amazingly supportive of my photography. Of me, really. Which is why I'm hoping you don't mind me asking for support in another way. Any help is appreciated--whether it's financially here on Indiegogo, or it's joining me for a walk around town, or liking/commenting on one of my photos. Thank you.",6.0,0,"1 Campaign
                |","Boston, United States",https://www.indiegogo.com/projects/picturing-boston-a-photography-endeavor/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<h3>About My Story</h3>
<p>Hi, My name is Raffaele Ferrari a Photographer and Visual Artist and i'm raising funds to publish my first photographic book  about India, a  story that I have been working  for the past 10 years.</p>
<p>My journey through India took me from chaotic metropolitan landscapes to the majestic Himalayas, from the long beaches of Karnataka to the sacred river of the Ganges. It was a clash of cultures between the hustle and bustle of metropolitan city life and the most conservative communities of the peripheral regions. It is a millennial charm so difficult to tell in words that I tried to translate that experience into essential images.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1558366535/ejokhy0usacgrxcc2kbf.jpg"" src=""""/></p>
<p style=""text-align: center;""><i>Print A-Woman dry a sari, Gokarna, 2018</i></p>
<p>And today, more than ever, it makes sense to propose them for the rapid change that those places are having and which, in some cases, completely transformed, often losing that harmony between nature and culture which was such a typically Indian trait.</p>
<p>The end result is a series of images presented in this book in which I try to manage and match portraits, street photography and landscapes together as a cohesive story about my vision of India. A land of languid warmth, endless and magnificent landscapes, intriguing people and many different languages, religions and cultures.<img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1558545612/sdujwla97tpa1gpjqoih.jpg"" src=""""/></p>
<p style=""text-align: center;""><i>Print B- Dal Lake, Srinagar, Kashmir, 2013</i></p>
</div><div>
<p style=""text-align: center;""><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1558800751/uvx43jkgyp8ocxrha4z0.jpg"" src=""""/><i> </i></p>
<p style=""text-align: center;""><i>Print C -  Pushkar, Rajasthan 2018</i></p>
<h3>Why so Long?</h3>
<p>Because I wanted to take all the necessary time to express in images the emotions and character to travel deeper into the culture and immerse myself with the people. It was only after returning again and again, spending the time to observe, learn and understand better that could I take the photos for tell this genuine story. Over the years this becoming a personal project and the main goal has become to create a timeless body of work about this incredible country.</p>
</div><div>
<h3><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1559023135/jjastlkmi2i9wkkglbgm.jpg"" src=""""/></h3>
<p style=""text-align: center;""><i>Tso Moriri Lake, Ladakh 2013</i></p>
<h3><strong>Follow me—and this Project on Social Media (click links below):</strong></h3>
<p>Instagram (@rafaele80): <a href=""https://www.instagram.com/rafaele80/"" rel=""noopener nofollow"">https://www.instagram.com/rafaele80/</a></p>
<p>Please visit <a href=""http://www.raffaeleferrari.com"" rel=""noopener nofollow"">raffaeleferrari.com</a> to stay up-to-date on new work!</p>
<p>Twitter(@NomadeinAsia):<a href=""https://twitter.com/NomadeinAsia"" rel=""noopener nofollow"">https://twitter.com/NomadeinAsia</a></p>
<h3><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1558858183/qkcuh41sxglkn942b2zz.jpg"" src=""""/></h3>
<h3><strong>What Your Pledge will Help Fund.</strong></h3>
<p>10 trips to India. </p>
<p>11 years of camera maintenance &amp; repair.</p>
<p>2 royal enfield and many hours and hours in the mechanic shop.</p>
<p>1000 rolls of film and lab processing.</p>
<p>20 liters of chai and 10 liters of black coffee.</p>
<p>400+ hours of editing and re-editing and then editing again.</p>
<p>300˜ negative drum scans.</p>
<p>Some  boxes of print paper and  CMYK ink cartridges.</p>
<p>AND THEN.. The printer, the videomaker, the writer, the designer, the editor, my photo assistants </p>
<p>Self-funding this book project in it’s entirety was not cheap, but it was the only way to not compromise on any detail and to have full control of every step of the creative process.</p>
<p>THANK YOU for your interest and support.</p>
<p><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1558859166/ind7gptsugdqfikc6tjs.jpg"" src=""""/></p>
<div>
<p style=""text-align: center;"">Road to Leh, Ladakh 2013</p>
<h3>About the Book:</h3>
<p><strong>Book details:</strong></p>
</div>
<div>
<p>220mm X220 mm</p>
<p>Hardcover</p>
<p>48 photos , 80 pages </p>
<p>300 copies</p>
<p>Edition of 300</p>
</div>
</div><div>
<h3>Risks &amp; Challenges</h3>
<p>Nearly all of the challenges of creating this book are behind me as I have already self-funded the project in it’s entirety and  the books are 100% completed and waiting to decorate your coffee tables.</p>
<p>We will be packing and sending all of the rewards out shortly after this campaign ends. The only risk or challenge is that the book doesn’t sell and my photo studio becomes a warehouse…!</p>
<p>THANK YOU!</p>
</div><div><h3> </h3></div></div>","About My Story
Hi, My name is Raffaele Ferrari a Photographer and Visual Artist and i'm raising funds to publish my first photographic book  about India, a  story that I have been working  for the past 10 years.
My journey through India took me from chaotic metropolitan landscapes to the majestic Himalayas, from the long beaches of Karnataka to the sacred river of the Ganges. It was a clash of cultures between the hustle and bustle of metropolitan city life and the most conservative communities of the peripheral regions. It is a millennial charm so difficult to tell in words that I tried to translate that experience into essential images.

Print A-Woman dry a sari, Gokarna, 2018
And today, more than ever, it makes sense to propose them for the rapid change that those places are having and which, in some cases, completely transformed, often losing that harmony between nature and culture which was such a typically Indian trait.
The end result is a series of images presented in this book in which I try to manage and match portraits, street photography and landscapes together as a cohesive story about my vision of India. A land of languid warmth, endless and magnificent landscapes, intriguing people and many different languages, religions and cultures.
Print B- Dal Lake, Srinagar, Kashmir, 2013

 
Print C -  Pushkar, Rajasthan 2018
Why so Long?
Because I wanted to take all the necessary time to express in images the emotions and character to travel deeper into the culture and immerse myself with the people. It was only after returning again and again, spending the time to observe, learn and understand better that could I take the photos for tell this genuine story. Over the years this becoming a personal project and the main goal has become to create a timeless body of work about this incredible country.


Tso Moriri Lake, Ladakh 2013
Follow me—and this Project on Social Media (click links below):
Instagram (@rafaele80): https://www.instagram.com/rafaele80/
Please visit raffaeleferrari.com to stay up-to-date on new work!
Twitter(@NomadeinAsia):https://twitter.com/NomadeinAsia

What Your Pledge will Help Fund.
10 trips to India. 
11 years of camera maintenance & repair.
2 royal enfield and many hours and hours in the mechanic shop.
1000 rolls of film and lab processing.
20 liters of chai and 10 liters of black coffee.
400+ hours of editing and re-editing and then editing again.
300˜ negative drum scans.
Some  boxes of print paper and  CMYK ink cartridges.
AND THEN.. The printer, the videomaker, the writer, the designer, the editor, my photo assistants 
Self-funding this book project in it’s entirety was not cheap, but it was the only way to not compromise on any detail and to have full control of every step of the creative process.
THANK YOU for your interest and support.


Road to Leh, Ladakh 2013
About the Book:
Book details:


220mm X220 mm
Hardcover
48 photos , 80 pages 
300 copies
Edition of 300


Risks & Challenges
Nearly all of the challenges of creating this book are behind me as I have already self-funded the project in it’s entirety and  the books are 100% completed and waiting to decorate your coffee tables.
We will be packing and sending all of the rewards out shortly after this campaign ends. The only risk or challenge is that the book doesn’t sell and my photo studio becomes a warehouse…!
THANK YOU!",6.0,0,"1 Campaign
                |","Cecina, Italy",https://www.indiegogo.com/projects/india-a-photography-book-by-raffaele-ferrari/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div> <h3>The Down-low</h3> <p>Ahoy!  My name is Jeff Kornelis, and I'm a photographer.  My special lady friend Molly and I are taking a trip to Iceland, the length of which depends on our budget.  This is my attempt at earning my airfare and lengthening our trip via my passion for photography.  I have 16 prints of various sizes and formats, and for each donation of a designated value I will give you a choice of photo(s) mixed and/or matched to your level of donation.  I will ship within the continental US, or deliver within Whatcom County.  </p> <ul> <li>If I meet my goal I'll have my travel cost taken care of</li> <li>If anyone is especially interested in my work I'll consider printing from my portfolio</li> <li>Any donation will add time for me to explore and photograph an amazing, beautiful place</li> </ul> <p>This is somewhat of a short duration fundraiser (four weeks) so please spread the word, especially to local art enthusiasts.  </p> </div> <div> <h3>What I Need &amp; What You Get</h3> <p>There are 6 levels of donation for prints of various quality (get 'em before they're gone):</p>
<p></p>
<p>-$15 donation level (8""x10"")  <b>NOW $7.50!</b></p>
<p></p>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434335229/upqbfpvpdrvywhfhvogh.jpg"" src="""" style=""""/></p>-$30 donation level  (5""x7"" hand printed in the dark room by yours truly) <b>NOW $15!</b>
</div><div>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434341603/bhf9jxzvperhjchy9iky.jpg"" src="""" style=""""/></p>-$50 donation level (canvas prints)<b>  NOW $25 EACH!!</b>
</div><div>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434341723/vlrl2houi7pfagyghtgp.jpg"" src="""" style=""""/></p>-NO LONGER AVAILABLE  (Bought With $100 donation)</div><div>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434341810/iaqyogxpgtqfi6lhchxy.jpg"" src="""" style=""""/></p>-$100 donation level (large prints framed by Fourth Corner Frames) <b> NOW $50!!</b>
</div><div>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434342158/d9vosfzjj1t0vpjcr8cc.jpg"" src="""" style=""""/></p>-$125 donation level (My personal favorite framed at Fourth Corner Frames)<b>  NOW $62.50!!</b>
</div><div>
<p></p>
<p><img class=""lazy"" data-src=""http://res.cloudinary.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1434342833/lly8qbp9r85gmcgurexv.jpg"" src="""" style=""""/></p>
</div>So there you have it.  My printed photos for your generous and helpful donations.  And if you're not into art, but would like to help, you can always donate anonymously.  Thanks for looking, and be sure to let me know if you'd like to see my portfolio for possible printing of photos you don't see here.</div>","The Down-low Ahoy!  My name is Jeff Kornelis, and I'm a photographer.  My special lady friend Molly and I are taking a trip to Iceland, the length of which depends on our budget.  This is my attempt at earning my airfare and lengthening our trip via my passion for photography.  I have 16 prints of various sizes and formats, and for each donation of a designated value I will give you a choice of photo(s) mixed and/or matched to your level of donation.  I will ship within the continental US, or deliver within Whatcom County.    If I meet my goal I'll have my travel cost taken care of If anyone is especially interested in my work I'll consider printing from my portfolio Any donation will add time for me to explore and photograph an amazing, beautiful place  This is somewhat of a short duration fundraiser (four weeks) so please spread the word, especially to local art enthusiasts.     What I Need & What You Get There are 6 levels of donation for prints of various quality (get 'em before they're gone):

-$15 donation level (8""x10"")  NOW $7.50!

-$30 donation level  (5""x7"" hand printed in the dark room by yours truly) NOW $15!

-$50 donation level (canvas prints)  NOW $25 EACH!!

-NO LONGER AVAILABLE  (Bought With $100 donation)
-$100 donation level (large prints framed by Fourth Corner Frames)  NOW $50!!

-$125 donation level (My personal favorite framed at Fourth Corner Frames)  NOW $62.50!!



So there you have it.  My printed photos for your generous and helpful donations.  And if you're not into art, but would like to help, you can always donate anonymously.  Thanks for looking, and be sure to let me know if you'd like to see my portfolio for possible printing of photos you don't see here.",6.0,0,"1 Campaign
                |","Blaine, United States",https://www.indiegogo.com/projects/photo-sale-fundraiser-for-iceland-expedition/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div class=""short_blurb"">
<p class=""big_type""><strong>I want to send 500 disposable cameras to 500 different people in different parts of the world. I want to document noon across the globe</strong></p>
</div>
<div class=""full-description"">
<p>The 12:00 Noon Project is a global photography project aimed at opening the public's eyes as to what life is like across the globe. My goal is to put at least 500 disposable cameras in the hands of children and teenagers across the globe. At twelve o clock every day they will be asked to take one picture using the disposable camera, capturing what it is like in the environment they live in. When they are done with the camera, they will send it back to me for developing. I will sort through the thousands of photos to select the most breathtaking images that capture 12:00 across the globe. My goal is to open people's eyes and let them see that the world around them is far from the only world around.</p>
<h3 class=""dotty""><span>Risks and challenges</span></h3>
<p><span>It will be challenging to find 500 people to send the cameras to, as well as get all the film back and develop it, but if all goes well, this will be a remarkable way to capture what the world looks like through so many people's eyes.</span></p>
<h3 id=""faq"">FAQ</h3>
<p><span class=""question"">I want to be a part of the project, how can I get involved?</span></p>
<div class=""faq-answer"">
<p>It's easy! Just pledge a minimum of $10 and select the reward ""A disposable camera so you can partake in the project!"" Message me with your mailing address and once the project hits $500, I will be sending out the first batch of cameras. The second batch will be sent went the rest of the funding is finished. If all of the disposable camera rewards are taken, please message me to see if there is still room for more participants in the project. Thanks!</p>
<p><span class=""question"">What do you plan on doing with the photos?</span></p>
<div class=""faq-answer"">
<p>Simple question. Complex answer. The result of the project will totally depend on what I receive back from the participants in the project. Originally this was going to be a strictly analog project, but I have now allowed people with digital cameras to participate which creates a new dynamic to the project. There will most definitely be a photo book made from the best photos from the project, as well as a paperback book outlining the project. I am also hoping to put together a short documentary if I can gather enough material. It all depends on what I wind up with in the end!</p>
<p><span class=""question"">Why disposable cameras?</span></p>
<div class=""faq-answer"">
<p>Many people have asked why I have chosen to use disposable cameras instead of going with digital images. I have many answers for this, but my answer has also changed since the project starter. In the beginning of the project I really wanted to be able to get cameras to people who would never have the opportunity to probably ever take a picture. I also wanted the opportunity to receive the negatives from the cameras so I could do some post production after I received the cameras back. This is why I originally decided to go with disposable cameras, I thought it was more personal. Since the project started however I have gotten requests from people who would like to participate in the project but they would like to use a digital camera. I have no objections to that, however my primary focus is on the disposable cameras.</p>
<p><span class=""question"">What are your costs and expenditures for this project?</span></p>
<div class=""faq-answer"">
<p>Well, I have calculated that if I buy the cameras all at one time (pending successful funding completion) I can 200 cameras for around $550. The cost of shipping will vary depending on where I need to ship the camera to, and then I need to pay for the return shipping. I have estimated about a $15 cost for each person in edition to the $550 for the 200 cameras. If the project gets funded, I will start with 200 participants at an estimated cost break of $3550. That cost only covers the shipment and purchase of the cameras. It doesn't take into consideration the post-production and editing that will go on after the I receive the cameras from the participants. This project is an expensive project and that is why I am so grateful Kickstarter has backed me in helping me get this project out there in the world.</p>
<p><span class=""question"">What are your costs and expenditures for this project?</span></p>
</div>
</div>
</div>
</div>
<p><span> </span></p>
</div></div>","I want to send 500 disposable cameras to 500 different people in different parts of the world. I want to document noon across the globe


The 12:00 Noon Project is a global photography project aimed at opening the public's eyes as to what life is like across the globe. My goal is to put at least 500 disposable cameras in the hands of children and teenagers across the globe. At twelve o clock every day they will be asked to take one picture using the disposable camera, capturing what it is like in the environment they live in. When they are done with the camera, they will send it back to me for developing. I will sort through the thousands of photos to select the most breathtaking images that capture 12:00 across the globe. My goal is to open people's eyes and let them see that the world around them is far from the only world around.
Risks and challenges
It will be challenging to find 500 people to send the cameras to, as well as get all the film back and develop it, but if all goes well, this will be a remarkable way to capture what the world looks like through so many people's eyes.
FAQ
I want to be a part of the project, how can I get involved?

It's easy! Just pledge a minimum of $10 and select the reward ""A disposable camera so you can partake in the project!"" Message me with your mailing address and once the project hits $500, I will be sending out the first batch of cameras. The second batch will be sent went the rest of the funding is finished. If all of the disposable camera rewards are taken, please message me to see if there is still room for more participants in the project. Thanks!
What do you plan on doing with the photos?

Simple question. Complex answer. The result of the project will totally depend on what I receive back from the participants in the project. Originally this was going to be a strictly analog project, but I have now allowed people with digital cameras to participate which creates a new dynamic to the project. There will most definitely be a photo book made from the best photos from the project, as well as a paperback book outlining the project. I am also hoping to put together a short documentary if I can gather enough material. It all depends on what I wind up with in the end!
Why disposable cameras?

Many people have asked why I have chosen to use disposable cameras instead of going with digital images. I have many answers for this, but my answer has also changed since the project starter. In the beginning of the project I really wanted to be able to get cameras to people who would never have the opportunity to probably ever take a picture. I also wanted the opportunity to receive the negatives from the cameras so I could do some post production after I received the cameras back. This is why I originally decided to go with disposable cameras, I thought it was more personal. Since the project started however I have gotten requests from people who would like to participate in the project but they would like to use a digital camera. I have no objections to that, however my primary focus is on the disposable cameras.
What are your costs and expenditures for this project?

Well, I have calculated that if I buy the cameras all at one time (pending successful funding completion) I can 200 cameras for around $550. The cost of shipping will vary depending on where I need to ship the camera to, and then I need to pay for the return shipping. I have estimated about a $15 cost for each person in edition to the $550 for the 200 cameras. If the project gets funded, I will start with 200 participants at an estimated cost break of $3550. That cost only covers the shipment and purchase of the cameras. It doesn't take into consideration the post-production and editing that will go on after the I receive the cameras from the participants. This project is an expensive project and that is why I am so grateful Kickstarter has backed me in helping me get this project out there in the world.
What are your costs and expenditures for this project?",0.0,0,"1 Campaign
                |","Brooklyn, United States",https://www.indiegogo.com/projects/the-12-00-photography-project-documenting-the-world/pica
