,story,story_txt,img_len,video_len,campaign_count,campaign_city,url
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><h3> </h3><p><strong>About Sharon Watts:</strong></p><p>Growing up, all I wanted was to draw and move to NYC. Somehow, I did!  </p><p>I went to Parsons School of Design, which led to a career in fashion illustration that spanned the decades and gave me the opportunity to flex other creative muscles. However, just as technological pace was rapidly accelerating, I felt the need to slow down and pursue more personal art. </p><p>In 2001, I moved upstate to do just that. On September 11th, my priorities changed. The world got crazier and noisier, while I found myself wanting to get smaller and quieter—and more meaningful with my pursuits. Now I go down rabbit holes and discover all kinds of things that inform and inspire me—and want to share with you.</p><p>Most of my creative ideas are not easy to fit in an elevator pitch, and even if I tried, I'd be tongue-tied. So, let's pretend we are sitting at a cafe and sharing our labors of love. </p><p><strong>Where the money will go: </strong></p><p>Book publishing (including Print-On-Demand set-up) and a bulk order that is currently taking up space in my hallway (and on my credit card bill). These books are available now for events, brick and mortar stores, promotion, mail orders—and YOU!  <i>If I don't meet my goal, your kind support will still help immensely! </i></p><p><strong>Perks:</strong></p><p>The book! Fun and informative, with over 60 pages of full-color illustration and a section of footnotes and facts that will either cement your trivia knowledge or serve as a primer for the Psychedelic Sixties, when we all wanted to give peace a chance.</p><p>Postcards of Woodstock-era icons Jimi Hendrix and Janis Joplin—artwork created by me.</p><p>A customized, stylized portrait of you or someone in your life. </p><p>Note that perks will be sent out as close as possible to the request. </p><p><strong>Can't contribute? </strong></p><p>I am usually in this position, myself, so I know! I do limited social media (remember, my quest was to slip into the slow lane of life), so any way you can spread the word is much appreciated. You can share this link, or tell your friends and family that—HEY! Woodstock's 50th anniversary is this year, let's celebrate! Or just send me a note saying ""Peace!""</p><p> </p><p> </p><p> </p><h2> </h2><h3> </h3><h3> </h3></div>","About Sharon Watts:Growing up, all I wanted was to draw and move to NYC. Somehow, I did!  I went to Parsons School of Design, which led to a career in fashion illustration that spanned the decades and gave me the opportunity to flex other creative muscles. However, just as technological pace was rapidly accelerating, I felt the need to slow down and pursue more personal art. In 2001, I moved upstate to do just that. On September 11th, my priorities changed. The world got crazier and noisier, while I found myself wanting to get smaller and quieter—and more meaningful with my pursuits. Now I go down rabbit holes and discover all kinds of things that inform and inspire me—and want to share with you.Most of my creative ideas are not easy to fit in an elevator pitch, and even if I tried, I'd be tongue-tied. So, let's pretend we are sitting at a cafe and sharing our labors of love. Where the money will go: Book publishing (including Print-On-Demand set-up) and a bulk order that is currently taking up space in my hallway (and on my credit card bill). These books are available now for events, brick and mortar stores, promotion, mail orders—and YOU!  If I don't meet my goal, your kind support will still help immensely! Perks:The book! Fun and informative, with over 60 pages of full-color illustration and a section of footnotes and facts that will either cement your trivia knowledge or serve as a primer for the Psychedelic Sixties, when we all wanted to give peace a chance.Postcards of Woodstock-era icons Jimi Hendrix and Janis Joplin—artwork created by me.A customized, stylized portrait of you or someone in your life. Note that perks will be sent out as close as possible to the request. Can't contribute? I am usually in this position, myself, so I know! I do limited social media (remember, my quest was to slip into the slow lane of life), so any way you can spread the word is much appreciated. You can share this link, or tell your friends and family that—HEY! Woodstock's 50th anniversary is this year, let's celebrate! Or just send me a note saying ""Peace!""",0.0,0,"1 Campaign
                |","Beacon, United States",https://www.indiegogo.com/projects/by-the-time-i-got-to-woodstock/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<h3>Overview</h3>
<p>We have nearly finished writing our book on how to find love in abundance!</p>
<p>Over the last twenty years, we have lived a polyamorous life. Our last book, <a href=""https://www.polyamorytoolkit.com/"" rel=""noopener nofollow"" target=""_blank"">The Polyamory Toolkit</a>, was all about tools people can use to address the common issues and deeper aspects of a polyamorous relationship. This time, we reflect on the two decades we have been dating - both as individuals and as a couple. This book is all of that experience shared with you! </p>
<h3>Topics</h3>
<p>Find out all the in's and out's of online dating; polyamory specific sites for dating; real time dating tips and tricks; where to meet people; how to create a profile that gets attention (and how to keep attention once someone notices you); pandemic dating; dating for an introvert; and lots more! </p>
<p>Plus what is the truth about dating if you are already an existing couple? Can it work? Should it be discouraged? Or can it be done ethically and as a positive for all involved? </p>
</div><div>
<h3><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1603813603/g1fzcq2f4bnyjou1bcmb.jpg"" src=""""/></h3>
<p>The book is 90% written! This campaign is to get us to published and in peoples hands! </p>
<ul>
<li>Our target is to raise $3,000 for our professional editor, cover artist, and publishing cost.</li>
<li>Your contribution not only gets us there, but gets you rewards! </li>
</ul>
<div><h3><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1603813636/m4ig9ibzddz0qrakh8e2.jpg"" src=""""/></h3></div>
<div><p>The <strong>Polyamory Dating Guide </strong>is nearly done!  If we reach out campaign funding amount, we will hit our timeline and have it in contributors hands by December 10, 2020! The only risk to your contribution is a possible delay - we will be publishing regardless! </p></div>
</div><div>
<p><strong>Having the support and “pre-ordering” books through donation will let us launch quickly and successfully</strong>. <i><strong>And you get some cool perks! </strong></i></p>
<p>When you back this campaign, you'll receive: </p>
<p>The <strong>completed book</strong> (<i>physical</i>, <i>digital</i>, or <i>both</i>) of course! Plus, you can grab a <strong>journal</strong> to help keep track of all those successful dates, a <strong>bookmark</strong> that tells other people you are poly friendly,  a copy of our book, <strong><a href=""https://www.polyamorytoolkit.com/"" rel=""noopener nofollow"" target=""_blank"">The Polyamory Toolkit</a>, </strong>and if you are feeling adventurous, a deck of our best selling<strong> <a href=""http://www.eroticawakening.com/kinkstarter/"" rel=""noopener nofollow"">Kink Starter cards</a></strong> for exploring fun and naughty intimate times! </p>
</div><div>
<h3><img class=""lazy"" data-src=""https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_limit,w_695/v1603813684/xsll30wtw2k6d2wrghyw.jpg"" src=""""/></h3>
<h3>Other Ways You Can Help</h3>
<p>Some people can't contribute and that is ok! But can you help in other ways? Share this to your social media feed! Help us get the word out!</p>
</div></div>","Overview
We have nearly finished writing our book on how to find love in abundance!
Over the last twenty years, we have lived a polyamorous life. Our last book, The Polyamory Toolkit, was all about tools people can use to address the common issues and deeper aspects of a polyamorous relationship. This time, we reflect on the two decades we have been dating - both as individuals and as a couple. This book is all of that experience shared with you! 
Topics
Find out all the in's and out's of online dating; polyamory specific sites for dating; real time dating tips and tricks; where to meet people; how to create a profile that gets attention (and how to keep attention once someone notices you); pandemic dating; dating for an introvert; and lots more! 
Plus what is the truth about dating if you are already an existing couple? Can it work? Should it be discouraged? Or can it be done ethically and as a positive for all involved? 


The book is 90% written! This campaign is to get us to published and in peoples hands! 

Our target is to raise $3,000 for our professional editor, cover artist, and publishing cost.
Your contribution not only gets us there, but gets you rewards! 


The Polyamory Dating Guide is nearly done!  If we reach out campaign funding amount, we will hit our timeline and have it in contributors hands by December 10, 2020! The only risk to your contribution is a possible delay - we will be publishing regardless! 

Having the support and “pre-ordering” books through donation will let us launch quickly and successfully. And you get some cool perks! 
When you back this campaign, you'll receive: 
The completed book (physical, digital, or both) of course! Plus, you can grab a journal to help keep track of all those successful dates, a bookmark that tells other people you are poly friendly,  a copy of our book, The Polyamory Toolkit, and if you are feeling adventurous, a deck of our best selling Kink Starter cards for exploring fun and naughty intimate times! 


Other Ways You Can Help
Some people can't contribute and that is ok! But can you help in other ways? Share this to your social media feed! Help us get the word out!",3.0,0,"2 Campaigns
                |","Columbus, United States",https://www.indiegogo.com/projects/the-polyamory-dating-guide/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><h2>Sales Success Stories - The Book (Volume 2)</h2><p>After a <a href=""https://www.indiegogo.com/projects/sales-success-stories-book/x/18614389#/"" rel=""noopener nofollow"" target=""_blank"">successful crowdfunding campaign</a> to raise the money to produce the first volume of this book series, it’s time to do it again! This more direct model allows us to better fund all of the up-front expenses related to putting together a professionally produced ebook, paperback book, hardcover book and audiobook without giving up large percentages to Amazon, Audible and the like. More importantly it allows us to involve you in the process and share tons of behind the scenes details and early bird access through advance review copies.</p><p>It also allows us to thank many of the contributors who make the project possible, by name, IN the book!</p><p>My name is Scott Ingram and I'm the host of the <a href=""http://top1.fm"" rel=""noopener nofollow"" target=""_blank"">Sales Success Stories Podcast</a>. This is my passion project as I'm also a quota carrying sales professional, and am always looking for ways to improve myself and my own sales results.</p><p>The driving force behind the podcast and these books is the desire to create practical and inspirational content for sales professionals, by sales professionals. But not just any sales practitioners. Every guest on the podcast and contributor to the book is a quota carrying seller who is either the #1 top performer on their team, or is in at least the top 1% on a very large sales team.</p><p>To get a really good sense of what you can expect as a result of this campaign, you can take a look at the first <a href=""http://top1.fm/book"" rel=""noopener nofollow"" target=""_blank""><i>Sales Success Stories</i> book</a>, or the more recent <a href=""http://top1.fm/b2b"" rel=""noopener nofollow"" target=""_blank""><i>B2B Sales Mentors</i> book</a> which is really more of a sampler that contains 10 stories from the first book and 10 preview stories from this coming second volume. Most importantly take a look at what people say in the reviews of these books.</p><p>What's missing from the sales book marketplace in general is real stories from real sellers who are at the top of their game NOW talking about what's working for them. In this book you won't be preached at. Instead you'll just get to read or listen to raw, emotional stories from the best of the best about real deals and real experiences and what they've learned.</p><h3>What We Need &amp; What You Get</h3><p>There are a myriad of details involved in publishing a book and audio book. Your support will help pay for the design, editing, proofreading, layout, printing and distribution of the book and the recording, editing, and distribution of the audiobook.</p><p>You can choose to receive any combination of the ebook, book, audiobook in addition to options for sneak previews of the content, opportunities to connect directly with some of the co-authors, videos from the 2019 Sales Success Summit or a ticket to the next <a href=""http://top1summit.com"" rel=""noopener nofollow"" target=""_blank"">Sales Success Summit</a> where  you’ll be able to meet many of the story contributors in person</p><p>Need something special? Maybe a package of 37 books? Just reach out and I'll be happy to setup a custom perk for you.</p><p><strong>ALL Contributors of $50 and above will get their name in the book AND access to a Google Doc where you can read all of the currently submitted stories right now!</strong></p><h3>The Authors</h3><p>So far the following sales professionals have all committed to submitting some of their stories to the cause. All of them have appeared on the podcast and their names are linked to their respective episodes:</p><p><a href=""http://top1.fm/nicole-miceli"" rel=""noopener nofollow"" target=""_blank"">Nicole Miceli</a> - Pulse Technology<br/><a href=""http://top1.fm/leila-mozaffarian"" rel=""noopener nofollow"" target=""_blank"">Leila Mozaffarian</a> - Zipwhip<br/><a href=""http://top1.fm/john-reidelbach"" rel=""noopener nofollow"" target=""_blank"">John Reidelbach</a> - SANS Institute<br/><a href=""http://top1.fm/scott-barker"" rel=""noopener nofollow"" target=""_blank"">Scott Barker</a> - Sales Hacker/Outreach.io<br/><a href=""http://top1.fm/carson-heady"" rel=""noopener nofollow"" target=""_blank"">Carson Heady</a> - Microsoft<br/><a href=""http://top1.fm/jeremy-leveille"" rel=""noopener nofollow"" target=""_blank"">Jeremy Leveille</a> - LeadIQ<br/><a href=""http://top1.fm/evan-kelsay"" rel=""noopener nofollow"" target=""_blank"">Evan Kelsay</a> - Seismic<br/><a href=""http://top1.fm/jack-wilson"" rel=""noopener nofollow"" target=""_blank"">Jack Wilson</a> - Cinch IT<br/><a href=""http://top1.fm/abel-lomas"" rel=""noopener nofollow"" target=""_blank"">Abel Lomas</a> - TrustRadius<br/><a href=""http://top1.fm/nate-branscome"" rel=""noopener nofollow"" target=""_blank"">Nate Branscome</a> - Chili Piper<br/><a href=""http://top1.fm/jamal-reimer"" rel=""noopener nofollow"" target=""_blank"">Jamal Reimer</a> - Oracle<br/><a href=""http://top1.fm/david-weiss"" rel=""noopener nofollow"" target=""_blank"">David Weiss</a> - ADP<br/><a href=""http://top1.fm/jelle"" rel=""noopener nofollow"" target=""_blank"">Jelle den Dunnen</a> - Sprinklr<br/><a href=""https://top1.fm/dale-dupree"" rel=""noopener nofollow"">Dale Dupree</a> - The Sales Rebellion<br/><a href=""https://top1.fm/vincent-matano"" rel=""noopener nofollow"">Vincent Matano</a> - Demandbase<br/>Eduardo Baez - IBISWorld<br/><a href=""https://top1.fm/tracy-lim"" rel=""noopener nofollow"">Tracy Lim</a> - Bluejeans</p><p>There will likely be a couple of additional contributors added prior to publication.</p><h3>Shipping</h3><p>Shipping in the US is included for free. International shipments will be charged an additional fee to cover the difference in cost.</p><p>Keep in mind that books are heavy and that fee quickly adds up with larger quantity orders.</p><h3>Delivery</h3><p>You can expect to receive access to the final ebook and audiobook via email and the final paperback book delivered to you in April or May of 2020.</p><p>If you choose to take advantage of the preview options those will likely be available 1-2 months in advance.</p><p>Should you choose to receive access to the <a href=""https://vimeo.com/ondemand/2018salessuccesssummit/"" rel=""noopener nofollow"" target=""_blank"">Sales Success Summit videos</a> you will get access to those by November, 2019, with the remaining items delivered based on the schedule outlined above.</p><h3>Risks &amp; Challenges</h3><p>There are always risks. The most significant risk associated with this project is a timing risk. We’ve delivered out last two project on time and even early, though with B2B Sales Mentors (self funded, not crowdfunded) the audiobook release was delayed by a couple of weeks due to some technical glitches with our distributor.</p><p>Initially the plan was to release this book at the 2019 Sales Success Summit and a crowdfunding effort was launched to support that effort. I realized in the middle of that campaign that I'd simply committed to too much and decided to delay the book project. Everyone who contributed to that campaign received a full refund of their contributions.</p><h3>Other Ways You Can Help</h3><p>If you're not already subscribed to the podcast that's the best place to start. You can find links to all of the various ways to <a href=""http://top1.fm/subscribe"" rel=""noopener nofollow"" target=""_blank"">subscribe here</a>.</p><p>Once you've done that, please share this campaign. Whether or not it makes sense for you to participate and contribute, please share this with your friends in sales and across your favorite social networks.</p><p>Thank you for your support of the Sales Success Community!</p></div>","Sales Success Stories - The Book (Volume 2)After a successful crowdfunding campaign to raise the money to produce the first volume of this book series, it’s time to do it again! This more direct model allows us to better fund all of the up-front expenses related to putting together a professionally produced ebook, paperback book, hardcover book and audiobook without giving up large percentages to Amazon, Audible and the like. More importantly it allows us to involve you in the process and share tons of behind the scenes details and early bird access through advance review copies.It also allows us to thank many of the contributors who make the project possible, by name, IN the book!My name is Scott Ingram and I'm the host of the Sales Success Stories Podcast. This is my passion project as I'm also a quota carrying sales professional, and am always looking for ways to improve myself and my own sales results.The driving force behind the podcast and these books is the desire to create practical and inspirational content for sales professionals, by sales professionals. But not just any sales practitioners. Every guest on the podcast and contributor to the book is a quota carrying seller who is either the #1 top performer on their team, or is in at least the top 1% on a very large sales team.To get a really good sense of what you can expect as a result of this campaign, you can take a look at the first Sales Success Stories book, or the more recent B2B Sales Mentors book which is really more of a sampler that contains 10 stories from the first book and 10 preview stories from this coming second volume. Most importantly take a look at what people say in the reviews of these books.What's missing from the sales book marketplace in general is real stories from real sellers who are at the top of their game NOW talking about what's working for them. In this book you won't be preached at. Instead you'll just get to read or listen to raw, emotional stories from the best of the best about real deals and real experiences and what they've learned.What We Need & What You GetThere are a myriad of details involved in publishing a book and audio book. Your support will help pay for the design, editing, proofreading, layout, printing and distribution of the book and the recording, editing, and distribution of the audiobook.You can choose to receive any combination of the ebook, book, audiobook in addition to options for sneak previews of the content, opportunities to connect directly with some of the co-authors, videos from the 2019 Sales Success Summit or a ticket to the next Sales Success Summit where  you’ll be able to meet many of the story contributors in personNeed something special? Maybe a package of 37 books? Just reach out and I'll be happy to setup a custom perk for you.ALL Contributors of $50 and above will get their name in the book AND access to a Google Doc where you can read all of the currently submitted stories right now!The AuthorsSo far the following sales professionals have all committed to submitting some of their stories to the cause. All of them have appeared on the podcast and their names are linked to their respective episodes:Nicole Miceli - Pulse TechnologyLeila Mozaffarian - ZipwhipJohn Reidelbach - SANS InstituteScott Barker - Sales Hacker/Outreach.ioCarson Heady - MicrosoftJeremy Leveille - LeadIQEvan Kelsay - SeismicJack Wilson - Cinch ITAbel Lomas - TrustRadiusNate Branscome - Chili PiperJamal Reimer - OracleDavid Weiss - ADPJelle den Dunnen - SprinklrDale Dupree - The Sales RebellionVincent Matano - DemandbaseEduardo Baez - IBISWorldTracy Lim - BluejeansThere will likely be a couple of additional contributors added prior to publication.ShippingShipping in the US is included for free. International shipments will be charged an additional fee to cover the difference in cost.Keep in mind that books are heavy and that fee quickly adds up with larger quantity orders.DeliveryYou can expect to receive access to the final ebook and audiobook via email and the final paperback book delivered to you in April or May of 2020.If you choose to take advantage of the preview options those will likely be available 1-2 months in advance.Should you choose to receive access to the Sales Success Summit videos you will get access to those by November, 2019, with the remaining items delivered based on the schedule outlined above.Risks & ChallengesThere are always risks. The most significant risk associated with this project is a timing risk. We’ve delivered out last two project on time and even early, though with B2B Sales Mentors (self funded, not crowdfunded) the audiobook release was delayed by a couple of weeks due to some technical glitches with our distributor.Initially the plan was to release this book at the 2019 Sales Success Summit and a crowdfunding effort was launched to support that effort. I realized in the middle of that campaign that I'd simply committed to too much and decided to delay the book project. Everyone who contributed to that campaign received a full refund of their contributions.Other Ways You Can HelpIf you're not already subscribed to the podcast that's the best place to start. You can find links to all of the various ways to subscribe here.Once you've done that, please share this campaign. Whether or not it makes sense for you to participate and contribute, please share this with your friends in sales and across your favorite social networks.Thank you for your support of the Sales Success Community!",0.0,0,"4 Campaigns
                |","Austin, United States",https://www.indiegogo.com/projects/sales-success-stories-book-volume-2--2/pica
0,"<div class=""routerContentStory-storyBody"" data-v-1df7bf5a=""""><div>
<p>¿Cómo voy a utilizar el dinero?</p>
<p><br/>Nuestra aplicación aun se encuentra en etapa de desarrollo por lo que necesitamos tu ayuda para incluir en nuestro equipo diseñadores, programadores y los profesionistas necesarios para que nos apoyen  a desarrollarla, con el fin de encontrar el punto optimo para entregarte una aplicación especial y de gran calidad.</p>
<p> </p>
<p>Acerca del creador:</p>
<p><br/>¡Hola! Soy Alan Osorio, Coordinador del proyecto ""All4u"" siempre utilizó las redes sociales por lo que estoy consiente del tiempo que perdemos actualizando cada una de nuestras redes, para compartir momentos importantes para nosotros, por lo que esta aplicación tiene como objetivo que tú puedas disfrutar al máximo cada momento.Tengo una carrera tecnológica en computación, soy emprendedor, y tengo un gusto extraordinario por la tecnología y la innovación.  <br/> </p>
<p>¿Cómo y cuándo se entregarán las recompensas?</p>
<p>Una vez que lleguemos a la meta que hemos establecido y confiando en que lo lograremos con tu ayuda, se hará la entrega de las recompensas en el mes de marzo del 2017 y se estarán completando estas después del lanzamiento oficial de la aplicación.</p>
<p>¿Cuáles son los riesgos del proyecto?</p>
<p>Uno de los riesgos de nuestro proyecto es que no alcancemos la meta que nos hemos propuesto por lo que no podríamos seguir con el desarrollo de la aplicación.</p>
</div></div>","¿Cómo voy a utilizar el dinero?
Nuestra aplicación aun se encuentra en etapa de desarrollo por lo que necesitamos tu ayuda para incluir en nuestro equipo diseñadores, programadores y los profesionistas necesarios para que nos apoyen  a desarrollarla, con el fin de encontrar el punto optimo para entregarte una aplicación especial y de gran calidad.
 
Acerca del creador:
¡Hola! Soy Alan Osorio, Coordinador del proyecto ""All4u"" siempre utilizó las redes sociales por lo que estoy consiente del tiempo que perdemos actualizando cada una de nuestras redes, para compartir momentos importantes para nosotros, por lo que esta aplicación tiene como objetivo que tú puedas disfrutar al máximo cada momento.Tengo una carrera tecnológica en computación, soy emprendedor, y tengo un gusto extraordinario por la tecnología y la innovación.   
¿Cómo y cuándo se entregarán las recompensas?
Una vez que lleguemos a la meta que hemos establecido y confiando en que lo lograremos con tu ayuda, se hará la entrega de las recompensas en el mes de marzo del 2017 y se estarán completando estas después del lanzamiento oficial de la aplicación.
¿Cuáles son los riesgos del proyecto?
Uno de los riesgos de nuestro proyecto es que no alcancemos la meta que nos hemos propuesto por lo que no podríamos seguir con el desarrollo de la aplicación.",0.0,0,"1 Campaign
                |","Santiago, Chile",https://www.indiegogo.com/projects/all4u-gestor-de-redes-sociales/pica
